positionName,workYear,education,jobNature,financeStage,industryField,companyShortName,city,salary,district,createTime,positionLables,companySize,firstType,secondType,isSchoolJob,minSalary,maxSalary,maxCompanySize,companyScale
Python高级开发/技术经理,3-5年,不限,全职,未融资,"电子商务,移动互联网",江苏德胜,南京,20k-40k,玄武区,2018-07-19,[],15-50人,开发|测试|运维类,后端开发,0,20.0,40.0,50,小型企业
Python高级开发/技术经理,3-5年,不限,全职,未融资,"移动互联网,广告营销",linkall,南京,20k-40k,玄武区,2018-07-19,[],15-50人,开发|测试|运维类,后端开发,0,20.0,40.0,50,小型企业
python工程师,3-5年,不限,全职,天使轮,"移动互联网,教育",贝优科技,南京,15k-25k,鼓楼区,2018-07-11,"['后端开发', '大数据', '数据挖掘']",15-50人,开发/测试/运维类,后端开发,0,15.0,25.0,50,小型企业
Python高级开发工程师/技术经理,3-5年,不限,全职,未融资,"电子商务,O2O",南京德胜智业,南京,15k-30k,玄武区,2018-07-19,[],15-50人,开发|测试|运维类,后端开发,0,15.0,30.0,50,小型企业
PaaS高级测试开发工程师-Java/Python,5-10年,本科,全职,上市公司,企业服务,甲骨文,南京,15k-30k,江宁区,2018-07-15,"['web', '自动化', '功能测试', '性能测试', '脚本']",2000人以上,开发/测试/运维类,测试,0,15.0,30.0,2000,大型企业
Go/Python/Java/C/C++资深工程师,5-10年,本科,全职,上市公司,企业服务,趋势科技,南京,15k-25k,雨花台区,2018-07-18,[],2000人以上,开发/测试/运维类,后端开发,0,15.0,25.0,2000,大型企业
Python算法开发工程师,不限,本科,全职,不需要融资,教育、移动互联网,世纪超星,南京,20k-40k,雨花台区,2018-07-19,"['教育', '机器学习', '深度学习', 'NLP', '人工智能']",2000人以上,开发/测试/运维类,数据开发,0,20.0,40.0,2000,大型企业
Python开发工程师,不限,本科,全职,A轮,"移动互联网,金融",众银网,南京,5k-10k,建邺区,2018-07-19,"['软件开发', '大数据', 'Java']",15-50人,开发/测试/运维类,软件开发,0,5.0,10.0,50,小型企业
爬虫工程师-南京-00251,不限,本科,全职,不需要融资,金融,通联数据,南京,7k-14k,建邺区,2018-07-17,"['Java', '大数据', 'python']",150-500人,开发/测试/运维类,后端开发,0,7.0,14.0,500,中型企业
Python高级工程师,不限,不限,全职,不需要融资,"电子商务,数据服务",购物党,南京,15k-30k,鼓楼区,2018-07-18,"['架构师', '爬虫', '分布式']",15-50人,开发/测试/运维类,后端开发,0,15.0,30.0,50,小型企业
南京金融数据分部---研发工程师---Python,不限,不限,实习,天使轮,"企业服务,数据服务",竞情数据,南京,2k-4k,鼓楼区,2018-07-15,"['金融', '中级', '实习']",少于15人,开发/测试/运维类,后端开发,1,2.0,4.0,15,小型企业
Python开发工程师,不限,不限,全职,未融资,其他,鸿信,南京,8k-15k,鼓楼区,2018-06-26,[],500-2000人,开发/测试/运维类,后端开发,0,8.0,15.0,2000,大型企业
Python开发工程师,1-3年,大专,全职,天使轮,"移动互联网,教育",烛照科技,西安,8k-15k,雁塔区,2018-07-19,"['中级', '后端开发', 'php', 'Java', '后端']",少于15人,开发/测试/运维类,后端开发,0,8.0,15.0,15,小型企业
Python,1-3年,大专,全职,A轮,"移动互联网,生活服务",艾润物联,西安,8k-15k,高新技术产业开发区,2018-07-17,"['C/C++', 'php', 'Java']",150-500人,技术,后端开发,0,8.0,15.0,500,中型企业
python开发,1-3年,大专,全职,A轮,"移动互联网,数据服务",图迹科技,西安,5k-8k,高新技术产业开发区,2018-07-16,"['云计算', 'Java']",50-150人,开发/测试/运维类,后端开发,0,5.0,8.0,150,小型企业
Python工程师,1-3年,大专,全职,未融资,电子商务,晟运通科技,西安,8k-15k,碑林区,2018-07-18,"['大数据', 'hadoop']",150-500人,开发/测试/运维类,后端开发,0,8.0,15.0,500,中型企业
python开发工程师,1-3年,本科,全职,上市公司,信息安全,绿盟科技,西安,9k-15k,雁塔区,2018-07-19,['信息安全'],500-2000人,开发/测试/运维类,后端开发,0,9.0,15.0,2000,大型企业
Python开发工程师,1-3年,本科,全职,上市公司,移动互联网,润和软件,西安,8k-15k,高新技术产业开发区,2018-07-18,"['js', 'Ruby']",2000人以上,开发/测试/运维类,后端开发,0,8.0,15.0,2000,大型企业
Python工程师,1-3年,本科,全职,不需要融资,数据服务,星邑空间,西安,10k-15k,雁塔区,2018-07-18,"['工具软件', '软件开发', 'Java']",50-150人,开发/测试/运维类,软件开发,0,10.0,15.0,150,小型企业
python自动化测试,1-3年,本科,全职,不需要融资,移动互联网,武汉佰钧成技术有限公司,西安,6k-9k,雁塔区,2018-07-16,[],2000人以上,开发/测试/运维类,测试,0,6.0,9.0,2000,大型企业
python开发,1-3年,本科,全职,A轮,移动互联网 数据服务,CNTD,西安,9K-16K,高新技术产业开发区,2018-07-04,['软件开发'],2000人以上,开发/测试/运维类,软件开发,0,9.0,16.0,2000,大型企业
Java开发工程师（熟悉Python）,1-3年,本科,全职,A轮,"移动互联网,医疗健康",朔维健康,西安,8k-12k,高新技术产业开发区,2018-07-09,"['医疗健康', 'MySQL']",15-50人,开发/测试/运维类,后端开发,0,8.0,12.0,50,小型企业
Python讲师,3-5年,大专,全职,A轮,移动互联网,千锋教育,西安,15k-30k,高新技术产业开发区,2018-06-21,"['云计算', '人工智能', '系统运维', 'django', '大数据分析']",500-2000人,开发/测试/运维类,后端开发,0,15.0,30.0,2000,大型企业
python/java自动化测试开发工程师,3-5年,大专,全职,不需要融资,硬件,途悠悠,西安,4k-6k,雁塔区,2018-07-16,[],15-50人,开发|测试|运维类,测试,0,4.0,6.0,50,小型企业
python开发工程师,3-5年,本科,全职,上市公司,信息安全,绿盟科技,西安,8k-10k,雁塔区,2018-07-19,"['信息安全', 'Java']",500-2000人,开发/测试/运维类,后端开发,0,8.0,10.0,2000,大型企业
Python开发工程师,3-5年,本科,全职,A轮,"移动互联网,社交网络",BOO!,西安,10k-20k,雁塔区,2018-07-18,"['MySQL', '数据库']",50-150人,开发/测试/运维类,后端开发,0,10.0,20.0,150,小型企业
python开发/Python,3-5年,本科,全职,不需要融资,移动互联网,武汉佰钧成技术有限公司,西安,8k-15k,雁塔区,2018-07-11,"['高级', '软件开发', 'Java', '分布式']",2000人以上,开发/测试/运维类,软件开发,0,8.0,15.0,2000,大型企业
资深python工程师,3-5年,本科,全职,A轮,移动互联网,维视科技,西安,15k-25k,曲江新区,2018-07-16,"['大数据', 'Java']",15-50人,开发/测试/运维类,后端开发,0,15.0,25.0,50,小型企业
Python后端工程师,3-5年,本科,全职,不需要融资,"信息安全,其他",轩宇信息,西安,6k-12k,雁塔区,2018-07-06,"['高级', '中级', '后端开发', 'Java', 'web']",150-500人,开发/测试/运维类,后端开发,0,6.0,12.0,500,中型企业
爬虫工程师,3-5年,本科,全职,不需要融资,"数据服务,移动互联网",贝业思,西安,8k-15k,高新技术产业开发区,2018-07-18,"['资深', '高级', '架构师', '软件开发', '企业软件', '搜索']",15-50人,开发/测试/运维类,软件开发,0,8.0,15.0,50,小型企业
高级python开发工程师,3-5年,本科,全职,未融资,信息安全,中科物安,西安,12k-15k,高新技术产业开发区,2018-07-17,"['信息安全', '大数据']",15-50人,开发/测试/运维类,后端开发,0,12.0,15.0,50,小型企业
Python,3-5年,本科,全职,A轮,"数据服务,企业服务",云首信息科技,西安,10k-20k,雁塔区,2018-07-04,"['php', 'Java']",15-50人,开发/测试/运维类,后端开发,0,10.0,20.0,50,小型企业
高级python工程师,3-5年,本科,全职,不需要融资,"移动互联网,社交网络",麻花网络,西安,8k-16k,高新技术产业开发区,2018-07-13,"['后端开发', 'C/C++', 'linux', '服务器端']",150-500人,开发/测试/运维类,后端开发,0,8.0,16.0,500,中型企业
java开发（爬虫）,3-5年,本科,全职,上市公司,移动互联网,Yeahmobi,西安,14k-25k,雁塔区,2018-07-19,"['高级', '中级', '大数据', 'MySQL']",150-500人,开发/测试/运维类,后端开发,0,14.0,25.0,500,中型企业
python开发工程师,3-5年,本科,全职,不需要融资,移动互联网,武汉佰钧成技术有限公司,西安,8k-15k,雁塔区,2018-07-16,[],2000人以上,开发|测试|运维类,后端开发,0,8.0,15.0,2000,大型企业
Python开发工程师,3-5年,本科,全职,A轮,移动互联网,维视科技,西安,6k-12k,曲江新区,2018-07-16,"['php', 'Java', 'MySQL']",15-50人,开发/测试/运维类,后端开发,0,6.0,12.0,50,小型企业
Python高级工程师,5-10年,不限,全职,A轮,教育,Wisdom Garden,西安,13k-26k,高新技术产业开发区,2018-07-16,['教育'],50-150人,技术,后端开发,0,13.0,26.0,150,小型企业
python开发实习生（西安）,不限,本科,兼职,上市公司,信息安全,绿盟科技,西安,2k-3k,高新技术产业开发区,2018-07-19,"['信息安全', '企业软件', '爬虫', '搜索']",500-2000人,技术,软件开发,0,2.0,3.0,2000,大型企业
Python测试实习生（西安）-NTI,不限,本科,实习,上市公司,信息安全,绿盟科技,西安,2k-4k,高新技术产业开发区,2018-07-19,"['信息安全', '脚本']",500-2000人,开发/测试/运维类,测试,1,2.0,4.0,2000,大型企业
python测试实习生（西安）,不限,本科,实习,上市公司,信息安全,绿盟科技,西安,2k-4k,雁塔区,2018-07-19,"['信息安全', 'linux', '脚本']",500-2000人,开发/测试/运维类,后端开发,1,2.0,4.0,2000,大型企业
后端开发工程师 (Django）,3-5年,本科,全职,未融资,移动互联网,LeetCode 中国,上海,18k-29k,普陀区,2018-07-19,"['专家', '资深', '高级', 'Python', '运维']",15-50人,开发/测试/运维类,后端开发,0,18.0,29.0,50,小型企业
后端开发工程师（Django）,3-5年,本科,全职,未融资,"移动互联网,社交网络",LeetCode 领扣,上海,18k-29k,普陀区,2018-07-19,[],15-50人,开发|测试|运维类,后端开发,0,18.0,29.0,50,小型企业
Django,3-5年,本科,全职,不需要融资,"移动互联网,金融",江苏亿科达,深圳,10k-20k,福田区,2018-07-16,"['金融', 'Python']",500-2000人,开发/测试/运维类,后端开发,0,10.0,20.0,2000,大型企业
后台 django 开发工程师,1-3年,本科,全职,A轮,移动互联网,蛮蛮云计算,广州,8k-15k,天河区,2018-07-17,"['云计算', 'web', 'linux', 'php', 'python']",50-150人,开发/测试/运维类,后端开发,0,8.0,15.0,150,小型企业
Python高级开发工程师,3-5年,本科,全职,A轮,"移动互联网,企业服务",ivtime,南京,15k-25k,江宁区,2018-07-19,['后端'],15-50人,技术,后端开发,0,15.0,25.0,50,小型企业
Python 游戏服务端开发,1-3年,本科,全职,A轮,"移动互联网,游戏",微笑科技,北京,20k-25k,海淀区,2018-07-19,"['游戏开发', 'Java', '后端', '手游']",50-150人,开发/测试/运维类,后端开发,0,20.0,25.0,150,小型企业
高级python开发工程师,3-5年,本科,全职,C轮,"金融,数据服务",百融金服,北京,20k-30k,海淀区,2018-07-19,"['软件开发', 'Java', '架构']",500-2000人,开发/测试/运维类,软件开发,0,20.0,30.0,2000,大型企业
python开发工程师,3-5年,本科,全职,未融资,"移动互联网,金融",博奥特科技,深圳,15k-25k,福田区,2018-07-19,"['金融', '高级', '中级', '初级', '大数据', 'hadoop']",150-500人,开发/测试/运维类,后端开发,0,15.0,25.0,500,中型企业
数据分析工程师,1-3年,大专,全职,B轮,"移动互联网,电子商务",链商,北京,10k-20k,海淀区,2018-07-19,[],150-500人,产品|需求|项目类,数据分析,0,10.0,20.0,500,中型企业
数据分析专员,1-3年,大专,全职,B轮,"移动互联网,游戏",游道易,北京,5k-7k,朝阳区,2018-07-18,"['大数据', '数据管理']",50-150人,产品/需求/项目类,数据分析,0,5.0,7.0,150,小型企业
数据分析（北京）,1-3年,大专,全职,不需要融资,"金融,移动互联网",德惟科技,北京,7k-13k,西城区,2018-07-19,"['中级', '初级', 'SPSS', '数据管理']",150-500人,开发/测试/运维类,数据开发,0,7.0,13.0,500,中型企业
数据分析专员,1-3年,大专,全职,上市公司,金融,宜信,北京,5k-7k,朝阳区,2018-07-17,"['财务', '审核']",2000人以上,产品/需求/项目类,产品设计/需求分析,0,5.0,7.0,2000,大型企业
数据分析（北京/大数据）,1-3年,大专,全职,不需要融资,"金融,移动互联网",德惟科技,北京,8k-14k,西城区,2018-07-19,[],150-500人,产品|需求|项目类,数据分析,0,8.0,14.0,500,中型企业
数据分析师,1-3年,大专,全职,不需要融资,"移动互联网,数据服务",北京林克艾普科技有限公司,北京,5k-8k,海淀区,2018-07-16,"['电商', '媒体', '高级', '运营', '编辑', '新媒体']",15-50人,产品/需求/项目类,数据分析,0,5.0,8.0,50,小型企业
风控数据分析师,1-3年,大专,全职,不需要融资,"移动互联网,金融",长涛金融,北京,10k-20k,朝阳区,2018-07-18,"['建模', '资信评估', '合规稽查', '策略设计', 'sas']",50-150人,金融类,风控,0,10.0,20.0,150,小型企业
数据分析师,1-3年,大专,全职,B轮,游戏,掌游,北京,8k-10k,海淀区,2018-07-17,"['游戏', 'SQL', '数据处理', 'SPSS', 'sas']",150-500人,产品/需求/项目类,数据分析,0,8.0,10.0,500,中型企业
渠道运营中台（数据分析）,1-3年,大专,全职,B轮,"移动互联网,O2O",云纵,北京,6k-8k,海淀区,2018-07-13,['活动运营'],2000人以上,运营/编辑/客服,运营,0,6.0,8.0,2000,大型企业
数据分析专员（市场方向）,1-3年,大专,全职,C轮,移动互联网,闪送,北京,6k-10k,海淀区,2018-07-17,[],150-500人,市场与销售,市场/营销,0,6.0,10.0,500,中型企业
（客服）数据分析,1-3年,大专,全职,C轮,金融,玖富集团,北京,5k-10k,朝阳区,2018-07-19,"['金融', '专员', '数据管理']",2000人以上,运营/编辑/客服,运营,0,5.0,10.0,2000,大型企业
数据分析师,1-3年,大专,全职,天使轮,"数据服务,企业服务",友和利德,北京,15k-25k,石景山区,2018-07-05,"['大数据', '数据挖掘', 'hadoop', 'BI']",15-50人,开发/测试/运维类,数据开发,0,15.0,25.0,50,小型企业
数据分析师-市场营销部(J12836),1-3年,本科,全职,不需要融资,移动互联网,去哪儿网,北京,15k-25k,海淀区,2018-07-19,[],2000人以上,产品|需求|项目类,数据分析,0,15.0,25.0,2000,大型企业
数据分析师,1-3年,本科,全职,A轮,游戏,Max+&小黑盒,北京,15k-30k,朝阳区,2018-07-19,"['游戏', '高级', '大数据', '数据挖掘']",50-150人,开发/测试/运维类,数据开发,0,15.0,30.0,150,小型企业
数据分析师,1-3年,本科,全职,未融资,"移动互联网,金融",奇虎360金融,北京,13k-20k,朝阳区,2018-07-17,['中级'],500-2000人,开发/测试/运维类,数据开发,0,13.0,20.0,2000,大型企业
数据分析师,1-3年,本科,全职,B轮,"移动互联网,O2O",斗米,北京,25k-35k,海淀区,2018-07-18,"['大数据', '数据挖掘', 'SPSS']",500-2000人,产品/需求/项目类,数据分析,0,25.0,35.0,2000,大型企业
数据分析师,1-3年,本科,全职,不需要融资,"移动互联网,金融",洋钱罐,北京,15k-30k,朝阳区,2018-07-18,"['搜索', '数据挖掘', '机器学习', '深度学习', '推荐']",150-500人,开发/测试/运维类,数据开发,0,15.0,30.0,500,中型企业
数据分析师,1-3年,本科,全职,不需要融资,移动互联网,酷划在线,北京,12k-20k,海淀区,2018-07-19,"['移动互联网', '业务运营', '运营', '数据挖掘', 'SPSS']",50-150人,产品/需求/项目类,数据分析,0,12.0,20.0,150,小型企业
数据分析师,1-3年,本科,全职,D轮及以上,教育,VIPKID,北京,10k-20k,东城区,2018-07-19,[],2000人以上,开发|测试|运维类,数据开发,0,10.0,20.0,2000,大型企业
数据分析师,1-3年,本科,全职,B轮,"企业服务,数据服务",数美,北京,20k-35k,朝阳区,2018-07-17,"['大数据', '数据挖掘']",150-500人,开发/测试/运维类,数据开发,0,20.0,35.0,500,中型企业
数据分析师,1-3年,本科,全职,B轮,移动互联网,乐信圣文,北京,20k-40k,海淀区,2018-07-19,"['大数据', '数据挖掘']",50-150人,产品/需求/项目类,数据分析,0,20.0,40.0,150,小型企业
数据分析,1年以下,本科,全职,未融资,教育,中公教育,北京,5k-9k,海淀区,2018-07-19,"['教育', 'SPSS', '数据管理']",2000人以上,产品/需求/项目类,数据分析,0,5.0,9.0,2000,大型企业
数据分析,1-3年,本科,全职,不需要融资,金融,北京捷越联合,北京,7k-10k,大兴区,2018-07-18,"['金融', '汽车', '专员', '大数据', '数据挖掘']",2000人以上,产品/需求/项目类,数据分析,0,7.0,10.0,2000,大型企业
数据分析师,1-3年,本科,全职,C轮,"金融,数据服务",百融金服,北京,10k-15k,海淀区,2018-07-19,"['金融', '大数据']",500-2000人,设计,用户研究,0,10.0,15.0,2000,大型企业
数据分析师,1-3年,本科,全职,不需要融资,"移动互联网,电子商务",环球恒通,北京,15k-20k,朝阳区,2018-07-19,"['电商', '大数据', '数据挖掘']",50-150人,开发/测试/运维类,数据开发,0,15.0,20.0,150,小型企业
数据分析,1-3年,本科,全职,未融资,"电子商务,移动互联网",创科尚品,北京,5k-8k,朝阳区,2018-07-19,[],15-50人,产品|需求|项目类,数据分析,0,5.0,8.0,50,小型企业
大数据分析师,1-3年,本科,全职,不需要融资,"企业服务,广告营销",丽兹行,北京,10k-15k,朝阳区,2018-07-19,"['医疗健康', '初级', '数据挖掘', '数据治理']",500-2000人,开发/测试/运维类,数据开发,0,10.0,15.0,2000,大型企业
00070-数据分析师,1-3年,本科,全职,上市公司,文化娱乐,新浪网,北京,10k-20k,海淀区,2018-07-19,[],2000人以上,开发/测试/运维类,数据开发,0,10.0,20.0,2000,大型企业
数据分析师,1-3年,本科,全职,A轮,"企业服务,数据服务",诸葛io,北京,10k-15k,朝阳区,2018-07-19,"['大数据', '数据挖掘', 'SPSS']",50-150人,产品/需求/项目类,数据分析,0,10.0,15.0,150,小型企业
数据分析师,1-3年,本科,全职,B轮,"移动互联网,社交网络",花韵在线,北京,20k-35k,海淀区,2018-07-18,"['大数据', '数据挖掘', 'SPSS']",50-150人,产品|需求|项目类,数据分析,0,20.0,35.0,150,小型企业
数据分析师,1-3年,本科,全职,B轮,"移动互联网,O2O",斗米,北京,10k-20k,海淀区,2018-07-18,['数据挖掘'],500-2000人,产品/需求/项目类,数据分析,0,10.0,20.0,2000,大型企业
数据分析师,1-3年,本科,全职,B轮,"企业服务,数据服务",数美,北京,20k-35k,朝阳区,2018-07-17,"['数据治理', 'BI', '大数据', '数据挖掘']",150-500人,开发/测试/运维类,数据开发,0,20.0,35.0,500,中型企业
数据分析师,1-3年,本科,全职,A轮,"移动互联网,金融",她理财,北京,10k-20k,朝阳区,2018-07-19,[],50-150人,开发/测试/运维类,数据开发,0,10.0,20.0,150,小型企业
数据分析J10362,1-3年,本科,全职,C轮,"移动互联网,O2O",河狸家,北京,10k-15k,朝阳区,2018-07-18,[],150-500人,产品/需求/项目类,数据分析,0,10.0,15.0,500,中型企业
商业资源运营经理-数据分析方向,1-3年,本科,全职,C轮,"移动互联网,数据服务",字节跳动,北京,15k-30k,海淀区,2018-07-19,['产品'],2000人以上,运营/编辑/客服,运营,0,15.0,30.0,2000,大型企业
数据分析师02,1-3年,本科,全职,D轮及以上,移动互联网,一点资讯,北京,20k-40k,朝阳区,2018-07-18,['高级'],500-2000人,开发/测试/运维类,数据开发,0,20.0,40.0,2000,大型企业
数据运营/数据分析,1-3年,本科,全职,C轮,"金融,数据服务",百融金服,北京,10k-20k,海淀区,2018-07-19,"['金融', '数据挖掘', 'sas']",500-2000人,产品/需求/项目类,数据分析,0,10.0,20.0,2000,大型企业
高级数据分析师,1-3年,本科,全职,B轮,"移动互联网,O2O",斗米,北京,8k-13k,海淀区,2018-07-19,"['供应链', '数据管理']",500-2000人,开发/测试/运维类,数据开发,0,8.0,13.0,2000,大型企业
数据分析师,1-3年,本科,全职,上市公司,电子商务,聚美优品,北京,15k-30k,东城区,2018-07-18,"['电商', '高级', '专员', '业务运营', 'SPSS']",2000人以上,产品/需求/项目类,数据分析,0,15.0,30.0,2000,大型企业
数据分析,1-3年,本科,全职,不需要融资,"移动互联网,文化娱乐",央广新媒体,北京,8k-12k,丰台区,2018-07-18,"['初级', 'seo', '搜索']",150-500人,开发/测试/运维类,数据开发,0,8.0,12.0,500,中型企业
数据分析师,1-3年,本科,全职,不需要融资,金融,凡普金科,北京,20k-35k,东城区,2018-07-19,"['高级', '大数据', '数据挖掘']",2000人以上,开发/测试/运维类,数据开发,0,20.0,35.0,2000,大型企业
初级数据分析师 (MJ000772),1-3年,本科,全职,C轮,"移动互联网,教育",作业盒子,北京,10k-15k,朝阳区,2018-07-18,['数据挖掘'],500-2000人,开发/测试/运维类,数据开发,0,10.0,15.0,2000,大型企业
数据分析专员,1-3年,本科,全职,A轮,"移动互联网,O2O",自如网,北京,7k-14k,朝阳区,2018-07-16,"['SPSS', 'sas']",2000人以上,产品/需求/项目类,数据分析,0,7.0,14.0,2000,大型企业
数据分析师,1-3年,本科,全职,B轮,"企业服务,数据服务",数美,北京,20k-35k,朝阳区,2018-07-17,"['大数据', '数据挖掘']",150-500人,开发/测试/运维类,数据开发,0,20.0,35.0,500,中型企业
数据分析师-内容付费,1-3年,本科,全职,C轮,"移动互联网,数据服务",字节跳动,北京,15k-25k,海淀区,2018-07-17,['产品经理'],2000人以上,产品/需求/项目类,产品设计/需求分析,0,15.0,25.0,2000,大型企业
数据分析专员,1-3年,本科,全职,B轮,"生活服务,电子商务",造作,北京,5k-7k,朝阳区,2018-07-19,"['电商', '数据管理']",150-500人,开发/测试/运维类,数据开发,0,5.0,7.0,500,中型企业
数据分析,1-3年,本科,全职,不需要融资,金融,有利网,北京,8k-12k,朝阳区,2018-07-16,"['金融', 'sas']",2000人以上,开发/测试/运维类,数据开发,0,8.0,12.0,2000,大型企业
数据分析专员,1-3年,本科,全职,不需要融资,金融,北京捷越联合,北京,6k-8k,东城区,2018-07-19,['SPSS'],2000人以上,产品/需求/项目类,数据分析,0,6.0,8.0,2000,大型企业
数据分析,1-3年,本科,全职,B轮,移动互联网,云学堂,北京,6K-8K,朝阳区,2018-07-18,"['商业', '业务运营']",500-2000人,产品/需求/项目类,数据分析,0,6.0,8.0,2000,大型企业
数据分析师（大数据）,1-3年,本科,全职,C轮,移动互联网,APUS Group,北京,20k-40k,朝阳区,2018-07-18,"['数据挖掘', 'SPSS', 'sas']",150-500人,产品/需求/项目类,数据分析,0,20.0,40.0,500,中型企业
数据分析,1年以下,本科,全职,不需要融资,"企业服务,广告营销",丽兹行,北京,10k-20k,朝阳区,2018-07-18,"['大数据', '可视化', '商业', '业务运营', 'growth hacking']",500-2000人,产品/需求/项目类,数据分析,0,10.0,20.0,2000,大型企业
数据分析师,1-3年,本科,全职,B轮,"移动互联网,社交网络",tataUFO,北京,10k-18k,海淀区,2018-07-17,[],50-150人,产品/需求/项目类,数据分析,0,10.0,18.0,150,小型企业
数据分析师,1-3年,本科,全职,不需要融资,企业服务,唐冠福合,北京,20k-40k,丰台区,2018-07-19,"['中级', '大数据', '数据挖掘']",50-150人,开发/测试/运维类,数据开发,0,20.0,40.0,150,小型企业
数据分析师,1-3年,本科,全职,B轮,"移动互联网,O2O",资产360,北京,8k-15k,朝阳区,2018-07-19,"['SQL', 'SPSS', '大数据分析']",150-500人,运营/编辑/客服,运营,0,8.0,15.0,500,中型企业
数据分析师,1-3年,本科,全职,上市公司,移动互联网,任子行,北京,10k-20k,海淀区,2018-07-18,"['社交', '大数据', '数据挖掘', 'SPSS']",500-2000人,产品/需求/项目类,数据分析,0,10.0,20.0,2000,大型企业
高级数据分析师-YXCX,1-3年,本科,全职,上市公司,广告营销,新意互动,北京,15k-30k,海淀区,2018-07-18,['大数据'],500-2000人,产品/需求/项目类,数据分析,0,15.0,30.0,2000,大型企业
数据分析师,1-3年,本科,全职,上市公司,金融,京东金融,北京,15k-25k,大兴区,2018-07-19,"['产品经理', '大数据']",2000人以上,开发/测试/运维类,数据开发,0,15.0,25.0,2000,大型企业
数据分析师-国际化产品,1-3年,本科,全职,C轮,"移动互联网,数据服务",字节跳动,北京,12k-24k,海淀区,2018-07-17,[],2000人以上,运营/编辑/客服,运营,0,12.0,24.0,2000,大型企业
数据分析专员 （亦庄）,1年以下,本科,全职,不需要融资,金融,北京捷越联合,北京,6k-10k,大兴区,2018-07-18,"['大数据', '数据挖掘', 'SPSS']",2000人以上,产品/需求/项目类,数据分析,0,6.0,10.0,2000,大型企业
数据分析,1-3年,本科,全职,不需要融资,"企业服务,广告营销",丽兹行,北京,10k-20k,朝阳区,2018-07-18,"['大数据', '可视化', '商业', '业务运营', 'growth hacking']",500-2000人,产品/需求/项目类,数据分析,0,10.0,20.0,2000,大型企业
数据分析师（SQL）,1-3年,本科,全职,不需要融资,移动互联网,酷划在线,北京,10K-20K,海淀区,2018-07-19,['业务运营'],50-150人,产品/需求/项目类,数据分析,0,10.0,20.0,150,小型企业
数据分析,1-3年,本科,全职,不需要融资,"移动互联网,O2O",百度外卖,北京,10k-20k,海淀区,2018-07-18,"['本地生活', '数据挖掘', 'SPSS', 'sas']",2000人以上,运营/编辑/客服,运营,0,10.0,20.0,2000,大型企业
数据分析助理,1-3年,本科,全职,A轮,"移动互联网,生活服务",转转,北京,8k-10k,海淀区,2018-07-17,[],500-2000人,产品/需求/项目类,数据分析,0,8.0,10.0,2000,大型企业
数据分析,1-3年,本科,全职,上市公司,金融,百乘集团,北京,8k-15k,朝阳区,2018-07-18,"['金融', '电商', 'SPSS', 'sas']",500-2000人,产品/需求/项目类,数据分析,0,8.0,15.0,2000,大型企业
数据分析师,1-3年,本科,全职,D轮及以上,"移动互联网,金融",闪银奇异,北京,10k-18k,朝阳区,2018-07-16,"['金融', '数据挖掘']",500-2000人,开发/测试/运维类,数据开发,0,10.0,18.0,2000,大型企业
数据分析专员,1-3年,本科,全职,上市公司,"移动互联网,数据服务",联想集团,北京,8k-12k,海淀区,2018-07-18,['SPSS'],2000人以上,产品/需求/项目类,数据分析,0,8.0,12.0,2000,大型企业
数据分析工程师,1-3年,本科,全职,不需要融资,"移动互联网,游戏",竞技世界,北京,15k-25k,海淀区,2018-07-16,"['高级', '中级', '初级', '数据挖掘', '机器学习']",500-2000人,开发/测试/运维类,数据开发,0,15.0,25.0,2000,大型企业
数据分析专员,1-3年,本科,全职,不需要融资,"移动互联网,硬件",比特大陆,北京,8k-15k,海淀区,2018-07-19,"['运营', '运维', '数据管理']",150-500人,开发/测试/运维类,数据开发,0,8.0,15.0,500,中型企业
数据分析,1-3年,本科,全职,D轮及以上,"移动互联网,文化娱乐",快看漫画,北京,15k-30k,朝阳区,2018-07-18,"['数据挖掘', 'SPSS']",150-500人,产品/需求/项目类,数据分析,0,15.0,30.0,500,中型企业
数据分析,1-3年,本科,全职,B轮,移动互联网,最右,北京,15k-30k,海淀区,2018-07-16,"['游戏', '社交', '文化娱乐', '数据挖掘', '机器学习']",150-500人,开发/测试/运维类,数据开发,0,15.0,30.0,500,中型企业
商业产品运营经理-数据分析,1-3年,本科,全职,C轮,"移动互联网,数据服务",字节跳动,北京,15k-30k,海淀区,2018-07-19,[],2000人以上,运营/编辑/客服,运营,0,15.0,30.0,2000,大型企业
数据分析专员,1-3年,本科,全职,不需要融资,金融,北京捷越联合,北京,7k-10k,东城区,2018-07-18,"['大数据', '数据挖掘', 'SPSS']",2000人以上,开发/测试/运维类,数据开发,0,7.0,10.0,2000,大型企业
数据分析,1-3年,本科,全职,不需要融资,"企业服务,广告营销",丽兹行,北京,10k-20k,朝阳区,2018-07-18,"['架构师', '数据挖掘', '机器学习', '深度学习', '数据仓库']",500-2000人,开发/测试/运维类,数据开发,0,10.0,20.0,2000,大型企业
数据分析经理(J10448),1-3年,本科,全职,C轮,"移动互联网,O2O",河狸家,北京,15k-25k,朝阳区,2018-07-18,"['电商', '运营', 'BI']",150-500人,产品/需求/项目类,数据分析,0,15.0,25.0,500,中型企业
