positionName,workYear,education,jobNature,financeStage,industryField,companyShortName,city,salary,district,createTime,positionLables,companySize,firstType,secondType,isSchoolJob,minSalary,maxSalary,maxCompanySize,companyScale
机器学习工程师,3-5年,本科,全职,未融资,"移动互联网,数据服务",深圳市麦盟科技有限公司,北京,15k-30k,朝阳区,2018-07-11,"['数据分析', '数据挖掘', '人工智能', '算法', '深度学习']",50-150人,开发/测试/运维类,数据开发,0,15.0,30.0,150,小型企业
机器学习工程师,3-5年,本科,全职,B轮,移动互联网,roobo,北京,25k-50k,东城区,2018-07-19,['人工智能'],150-500人,技术,后端开发,0,25.0,50.0,500,中型企业
机器学习算法工程师,3-5年,本科,全职,B轮,"移动互联网,O2O",斗米,北京,20k-25k,海淀区,2018-07-17,"['中级', '数据挖掘', '大数据', 'Java']",500-2000人,开发/测试/运维类,数据开发,0,20.0,25.0,2000,大型企业
大规模机器学习工程师,3-5年,本科,全职,B轮,移动互联网,最右,北京,30k-60k,海淀区,2018-07-03,"['分布式', '算法']",150-500人,开发/测试/运维类,数据开发,0,30.0,60.0,500,中型企业
【5Miles】机器学习研发工程师,3-5年,本科,全职,B轮,"移动互联网,电子商务",第三石科技,北京,15k-30k,朝阳区,2018-07-16,"['算法', '数据挖掘', '推荐', '人工智能', '自然语言处理']",50-150人,开发/测试/运维类,数据开发,0,15.0,30.0,150,小型企业
机器学习研究员(J180203019),3-5年,本科,全职,不需要融资,移动互联网,滴滴出行,北京,25k-50k,海淀区,2018-07-19,['滴滴'],2000人以上,后端开发,[后端开发],0,25.0,50.0,2000,大型企业
机器学习平台开发工程师,3-5年,本科,全职,D轮及以上,O2O,人人车,北京,25k-50k,朝阳区,2018-07-19,"['数据分析', '大数据', 'Java']",2000人以上,开发/测试/运维类,数据开发,0,25.0,50.0,2000,大型企业
机器学习/高性能服务端工程师,3-5年,本科,全职,D轮及以上,移动互联网,小米,北京,30k-50k,海淀区,2018-07-19,"['Java', '分布式', 'C/C++', '大数据', 'hadoop']",2000人以上,开发/测试/运维类,后端开发,0,30.0,50.0,2000,大型企业
资深机器学习工程师-外卖智能配送,3-5年,本科,全职,D轮及以上,"移动互联网,O2O",美团点评,北京,30k-50k,朝阳区,2018-07-19,"['算法', '数据挖掘', '大数据', '数据分析']",2000人以上,开发/测试/运维类,数据开发,0,30.0,50.0,2000,大型企业
机器学习/计算机视觉算法工程师(J180628019),3-5年,本科,全职,不需要融资,移动互联网,滴滴出行,北京,20k-40k,海淀区,2018-07-19,['滴滴'],2000人以上,后端开发,[后端开发],0,20.0,40.0,2000,大型企业
高级机器学习工程师,3-5年,本科,全职,A轮,"移动互联网,数据服务",阿拉丁,北京,25K-50K,朝阳区,2018-07-17,"['广告营销', '算法', '深度学习', '推荐', '数据挖掘']",50-150人,开发/测试/运维类,数据开发,0,25.0,50.0,150,小型企业
机器学习系统工程师,3-5年,本科,全职,天使轮,"硬件,移动互联网",羿娲科技,北京,10k-20k,海淀区,2018-07-10,"['资深', '软件开发', 'Java', '分布式', '算法']",15-50人,开发/测试/运维类,软件开发,0,10.0,20.0,50,小型企业
人工智能-机器学习,3-5年,本科,全职,上市公司,教育,尚德机构,北京,20k-40k,朝阳区,2018-07-10,"['教育', '算法', '深度学习']",2000人以上,开发/测试/运维类,数据开发,0,20.0,40.0,2000,大型企业
机器学习算法,3-5年,本科,全职,D轮及以上,"移动互联网,文化娱乐",一下科技,北京,30K-50K,朝阳区,2018-07-19,[],500-2000人,开发/测试/运维类,数据开发,0,30.0,50.0,2000,大型企业
机器学习平台专家,3-5年,本科,全职,A轮,"移动互联网,生活服务",转转,北京,25k-50k,海淀区,2018-07-19,"['算法', '大数据', '数据挖掘']",500-2000人,开发/测试/运维类,数据开发,0,25.0,50.0,2000,大型企业
高级机器学习工程师,3-5年,本科,全职,未融资,"移动互联网,数据服务",深圳市麦盟科技有限公司,北京,30k-60k,朝阳区,2018-07-11,"['资深', '数据分析', '数据挖掘', '算法', '自然语言处理']",50-150人,开发/测试/运维类,数据开发,0,30.0,60.0,150,小型企业
机器学习讲师,3-5年,本科,全职,上市公司,"移动互联网,教育",达内集团,北京,15k-30k,朝阳区,2018-07-11,"['金融', '高级', '人工智能', '深度学习']",2000人以上,开发/测试/运维类,数据开发,0,15.0,30.0,2000,大型企业
机器学习研究员J10174,3-5年,本科,全职,D轮及以上,移动互联网,快手,北京,30k-50k,海淀区,2018-07-18,"['数据分析', '算法', '深度学习', '模式识别']",500-2000人,开发/测试/运维类,数据开发,0,30.0,50.0,2000,大型企业
机器学习工程师,3-5年,本科,全职,上市公司,社交网络,陌陌,北京,20k-40k,朝阳区,2018-07-16,"['广告营销', '后端开发', '算法', 'python']",500-2000人,开发/测试/运维类,后端开发,0,20.0,40.0,2000,大型企业
机器学习工程师,3-5年,本科,全职,C轮,移动互联网,闪送,北京,25k-45k,海淀区,2018-07-17,"['深度学习', '大数据', '数据挖掘', '算法', 'python']",150-500人,开发/测试/运维类,数据开发,0,25.0,45.0,500,中型企业
机器学习/自然语言处理/策略算法工程师,3-5年,本科,全职,不需要融资,"移动互联网,数据服务",百度,北京,15k-30k,海淀区,2018-07-18,['后端开发'],2000人以上,开发/测试/运维类,后端开发,0,15.0,30.0,2000,大型企业
机器学习研发工程师【MIUI】,3-5年,本科,全职,D轮及以上,移动互联网,小米,北京,25k-50k,海淀区,2018-07-15,"['高级', '算法', '数据挖掘', 'NLP', 'CTR']",2000人以上,开发/测试/运维类,数据开发,0,25.0,50.0,2000,大型企业
大数据平台/机器学习平台研发工程师,3-5年,本科,全职,上市公司,"电子商务,数据服务",京东集团,北京,20k-40k,朝阳区,2018-06-28,"['Java', 'spark', 'hadoop']",2000人以上,开发/测试/运维类,数据开发,0,20.0,40.0,2000,大型企业
高级机器学习算法工程师,3-5年,本科,全职,上市公司,"电子商务,移动互联网",网易,北京,30k-60k,海淀区,2018-07-13,"['深度学习', 'NLP', '音视频处理', '计算机视觉', '人工智能']",2000人以上,开发/测试/运维类,数据开发,0,30.0,60.0,2000,大型企业
机器学习高级研发工程师,3-5年,本科,全职,C轮,移动互联网,APUS Group,北京,25k-50k,朝阳区,2018-07-13,['大数据'],150-500人,技术,后端开发,0,25.0,50.0,500,中型企业
机器学习算法工程师,3-5年,本科,全职,C轮,移动互联网,闪送,北京,20k-40k,海淀区,2018-07-17,['深度学习'],150-500人,开发/测试/运维类,数据开发,0,20.0,40.0,500,中型企业
机器学习算法高级工程师,3-5年,本科,全职,未融资,移动互联网,创新工场AI工程院,北京,30k-50k,海淀区,2018-07-12,['自然语言处理'],50-150人,开发/测试/运维类,数据开发,0,30.0,50.0,150,小型企业
机器学习工程师/专家(J171211019),3-5年,本科,全职,不需要融资,移动互联网,滴滴出行,北京,20k-40k,海淀区,2018-07-19,['滴滴'],2000人以上,后端开发,[后端开发],0,20.0,40.0,2000,大型企业
机器学习专家,3-5年,本科,全职,A轮,信息安全,墨云科技,北京,30k-50k,海淀区,2018-07-08,"['人工智能', '算法']",15-50人,开发/测试/运维类,软件开发,0,30.0,50.0,50,小型企业
机器学习高级讲师,3-5年,本科,全职,A轮,数据服务,小象科技,北京,30k-60k,朝阳区,2018-07-18,"['教育', '大数据', '人工智能', '算法', '深度学习']",15-50人,产品/需求/项目类,产品设计/需求分析,0,30.0,60.0,50,小型企业
AML机器学习平台研发工程师,3-5年,本科,全职,C轮,"移动互联网,数据服务",字节跳动,北京,25k-50k,海淀区,2018-07-16,['后端开发'],2000人以上,开发/测试/运维类,后端开发,0,25.0,50.0,2000,大型企业
算法工程师（机器学习算法）,3-5年,本科,全职,未融资,移动互联网,美客科技,北京,10k-20k,朝阳区,2018-07-12,"['Java', 'C/C++', '数据挖掘']",15-50人,开发/测试/运维类,后端开发,0,10.0,20.0,50,小型企业
机器学习算法工程师,3-5年,本科,全职,上市公司,"移动互联网,教育",好未来,北京,20k-40k,海淀区,2018-07-17,"['广告营销', '搜索', '推荐', '数据挖掘']",2000人以上,开发/测试/运维类,数据开发,0,20.0,40.0,2000,大型企业
自然语言处理/机器学习研究员,3-5年,本科,全职,上市公司,"广告营销,文化娱乐",爱奇艺,北京,30k-60k,海淀区,2018-06-28,"['图形处理', '大数据', '算法']",2000人以上,开发/测试/运维类,数据开发,0,30.0,60.0,2000,大型企业
机器学习资深专家（预估方向）,3-5年,本科,全职,D轮及以上,"移动互联网,O2O",美团点评,北京,30k-60k,朝阳区,2018-07-19,"['数据分析', '算法', '数据挖掘', '深度学习']",2000人以上,开发/测试/运维类,数据开发,0,30.0,60.0,2000,大型企业
机器学习高级算法工程师,3-5年,本科,全职,不需要融资,"移动互联网,电子商务",顺丰科技有限公司,北京,25k-45k,海淀区,2018-07-19,"['物流', '数据挖掘', '自然语言处理']",500-2000人,开发/测试/运维类,数据开发,0,25.0,45.0,2000,大型企业
大数据机器学习高级工程师,3-5年,本科,全职,上市公司,"企业服务,数据服务",麦达数字,北京,25k-35k,朝阳区,2018-07-19,"['hadoop', '数据分析', '算法', 'spark']",500-2000人,开发/测试/运维类,数据开发,0,25.0,35.0,2000,大型企业
机器学习平台开发工程师,3-5年,本科,全职,C轮,"企业服务,数据服务",格灵深瞳,北京,15k-25k,海淀区,2018-07-18,"['数据分析', 'Python', '全栈', 'GO', '大数据']",50-150人,开发/测试/运维类,后端开发,0,15.0,25.0,150,小型企业
机器学习算法架构师(J180628010),3-5年,本科,全职,不需要融资,移动互联网,滴滴出行,北京,20k-40k,海淀区,2018-07-19,['滴滴'],2000人以上,后端开发,[后端开发],0,20.0,40.0,2000,大型企业
机器学习算法专家/工程师-海外社区,3-5年,本科,全职,D轮及以上,移动互联网,快手,北京,20k-40k,海淀区,2018-07-16,['深度学习'],500-2000人,开发/测试/运维类,数据开发,0,20.0,40.0,2000,大型企业
高级机器学习算法工程师,3-5年,本科,全职,不需要融资,移动互联网,OPPO,北京,20k-35k,朝阳区,2018-07-09,"['大数据', '人工智能']",2000人以上,开发/测试/运维类,数据开发,0,20.0,35.0,2000,大型企业
AML机器学习平台架构工程师,3-5年,本科,全职,C轮,"移动互联网,数据服务",字节跳动,北京,25k-50k,海淀区,2018-07-16,['后端开发'],2000人以上,开发/测试/运维类,后端开发,0,25.0,50.0,2000,大型企业
